Name,Text,Type
1293.Shortest-Path-in-a-Grid-with-Obstacles-Elimination,NOLEETCODE LINK,BFS
1928.Minimum-Cost-to-Reach-Destination-in-Time,NOLEETCODE LINK,BFS
207.Course-Schedule,NOLEETCODE LINK,BFS
210.Course-Schedule-II,"There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai.Return the ordering of courses you should take to finish all courses. If there are many valid answers, return any of them. If it is impossible to finish all courses, return an empty array. Example 1:Example 2:Example 3: Constraints:",BFS
269.Alien-Dictionary,PREMIUMLOCKED,BFS
310.Minimum-Height-Trees,"A tree is an undirected graph in which any two vertices are connected by exactly one path. In other words, any connected graph without simple cycles is a tree.Given a tree of n nodes labelled from 0 to n - 1, and an array of n - 1 edges where edges[i] = [ai, bi] indicates that there is an undirected edge between the two nodes ai and bi in the tree, you can choose any node of the tree as the root. When you select a node x as the root, the result tree has height h. Among all possible rooted trees, those with minimum height (i.e. min(h))  are called minimum height trees (MHTs).Return a list of all MHTs' root labels. You can return the answer in any order.The height of a rooted tree is the number of edges on the longest downward path between the root and a leaf. Example 1:Example 2: Constraints:",Tree
444.Sequence-Reconstruction,NOLEETCODE LINK,BFS
802.Find-Eventual-Safe-States,NOLEETCODE LINK,BFS
1136.Parallel-Courses,NOLEETCODE LINK,BFS
1203.Sort-Items-by-Groups-Respecting-Dependencies,NOLEETCODE LINK,BFS
1462.Course-Schedule-IV,NOLEETCODE LINK,BFS
1591.Strange-Printer-II,NOLEETCODE LINK,BFS
1857.Largest-Color-Value-in-a-Directed-Graph,NOLEETCODE LINK,BFS
2050.Parallel-Courses-III,NOLEETCODE LINK,BFS
2115.Find-All-Possible-Recipes-from-Given-Supplies,NOLEETCODE LINK,BFS
743.Network-Delay-Time,"You are given a network of n nodes, labeled from 1 to n. You are also given times, a list of travel times as directed edges times[i] = (ui, vi, wi), where ui is the source node, vi is the target node, and wi is the time it takes for a signal to travel from source to target.We will send a signal from a given node k. Return the time it takes for all the n nodes to receive the signal. If it is impossible for all the n nodes to receive the signal, return -1. Example 1:Example 2:Example 3: Constraints:",BFS
407.Trapping-Rain-Water-II,"Given an m x n integer matrix heightMap representing the height of each unit cell in a 2D elevation map, return the volume of water it can trap after raining. Example 1:Example 2: Constraints:",BFS
778.Swim-in-Rising-Water,"You are given an n x n integer matrix grid where each value grid[i][j] represents the elevation at that point (i, j).The rain starts to fall. At time t, the depth of the water everywhere is t. You can swim from a square to another 4-directionally adjacent square if and only if the elevation of both squares individually are at most t. You can swim infinite distances in zero time. Of course, you must stay within the boundaries of the grid during your swim.Return the least time until you can reach the bottom right square (n - 1, n - 1) if you start at the top left square (0, 0). Example 1:Example 2: Constraints:",BFS
505.The-Maze-II,NOLEETCODE LINK,BFS
787.Cheapest-Flights-Within-K-Stops,"There are n cities connected by some number of flights. You are given an array flights where flights[i] = [fromi, toi, pricei] indicates that there is a flight from city fromi to city toi with cost pricei.You are also given three integers src, dst, and k, return the cheapest price from src to dst with at most k stops. If there is no such route, return -1. Example 1:Example 2: Constraints:",Graph
882.Reachable-Nodes-In-Subdivided-Graph,NOLEETCODE LINK,BFS
1066.Campus-Bikes-II,PREMIUMLOCKED,BFS
1879.Minimum-XOR-Sum-of-Two-Arrays,NOLEETCODE LINK,BFS
1947.Maximum-Compatibility-Score-Sum,NOLEETCODE LINK,Dynamic_Programming
1368.Minimum-Cost-to-Make-at-Least-One-Valid-Path-in-a-Grid,NOLEETCODE LINK,BFS
1514.Path-with-Maximum-Probability,NOLEETCODE LINK,Graph
1786.Number-of-Restricted-Paths-From-First-to-Last-Node,NOLEETCODE LINK,BFS
1810.Minimum-Path-Cost-in-a-Hidden-Grid,NOLEETCODE LINK,BFS
1976.Number-of-Ways-to-Arrive-at-Destination,NOLEETCODE LINK,BFS
208.Implement-Trie--Prefix-Tree,"Sorry, but we can't find the page you are looking for...",Trie
1804.Implement-Trie-II-(Prefix-Tree),NOLEETCODE LINK,Trie
211.Add-and-Search-Word,"Sorry, but we can't find the page you are looking for...",Trie
472.Concatenated-Words,NOLEETCODE LINK,Trie
648.Replace-Words,"In English, we have a concept called root, which can be followed by some other word to form another longer word - let's call this word successor. For example, when the root ""an"" is followed by the successor word ""other"", we can form a new word ""another"".Given a dictionary consisting of many roots and a sentence consisting of words separated by spaces, replace all the successors in the sentence with the root forming it. If a successor can be replaced by more than one root, replace it with the root that has the shortest length.Return the sentence after the replacement. Example 1:Example 2: Constraints:",Trie
588.Design-In-Memory-File-System,PREMIUMLOCKED,Trie
677.Map-Sum-Pairs,Design a map that allows you to do the following:Implement the MapSum class: Example 1: Constraints:,Trie
139.Word-Break,"Given a string s and a dictionary of strings wordDict, return true if s can be segmented into a space-separated sequence of one or more dictionary words.Note that the same word in the dictionary may be reused multiple times in the segmentation. Example 1:Example 2:Example 3: Constraints:",Trie
140.Word-Break-II,NOLEETCODE LINK,Trie
212.Word-Search-II,"Given an m x n board of characters and a list of strings words, return all words on the board.Each word must be constructed from letters of sequentially adjacent cells, where adjacent cells are horizontally or vertically neighboring. The same letter cell may not be used more than once in a word. Example 1:Example 2: Constraints:",Trie
745.Prefix-and-Suffix-Search,Design a special dictionary with some words that searchs the words in it by a prefix and a suffix.Implement the WordFilter class: Example 1: Constraints:,Trie
1268.Search-Suggestions-System,You are given an array of strings products and a string searchWord.Design a system that suggests at most three product names from products after each character of searchWord is typed. Suggested products should have common prefix with searchWord. If there are more than three products with a common prefix return the three lexicographically minimums products.Return a list of lists of the suggested products after each character of searchWord is typed. Example 1:Example 2:Example 3: Constraints:,Trie
1858.Longest-Word-With-All-Prefixes,NOLEETCODE LINK,Trie
421.Maximum-XOR-of-Two-Numbers-in-an-Array,"Given an integer array nums, return the maximum result of nums[i] XOR nums[j], where 0 <= i <= j < n. Example 1:Example 2: Constraints:",Trie
1707.Maximum-XOR-With-an-Element-From-Array,NOLEETCODE LINK,Trie
1803.Count-Pairs-With-XOR-in-a-Range,NOLEETCODE LINK,Trie
1938.Maximum-Genetic-Difference-Query,NOLEETCODE LINK,Trie
061.Rotate-List,"Given the head of a linked list, rotate the list to the right by k places. Example 1:Example 2: Constraints:",Linked_List
086.Partition-List,"Given the head of a linked list and a value x, partition it such that all nodes less than x come before nodes greater than or equal to x.You should preserve the original relative order of the nodes in each of the two partitions. Example 1:Example 2: Constraints:",Linked_List
142.Linked-List-Cycle-II,"Given the head of a linked list, return the node where the cycle begins. If there is no cycle, return null.There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to (0-indexed). It is -1 if there is no cycle. Note that pos is not passed as a parameter.Do not modify the linked list. Example 1:Example 2:Example 3: Constraints: Follow up: Can you solve it using O(1) (i.e. constant) memory?",Linked_List
109.Convert-Sorted-List-to-Binary-Search-Tree,"Given the head of a singly linked list where elements are sorted in ascending order, convert it to a height balanced BST.For this problem, a height-balanced binary tree is defined as a binary tree in which the depth of the two subtrees of every node never differ by more than 1. Example 1:Example 2: Constraints:",Linked_List
